path,bytes,modified_utc
paper_multimap_experiments.py,257764,2026-07-30T12:08:36.896512+00:00
paper_protocol.py,68175,2026-07-22T18:06:55.840933+00:00
paper_publication_analysis.py,55982,2026-07-25T10:50:49.559584+00:00
paper_publication_figures.py,117684,2026-07-25T10:52:09.966978+00:00
PAPER_TRAINING_GUIDE_CN.md,16674,2026-07-24T15:47:17.460801+00:00
paper_v3_2_experiments.py,35041,2026-07-30T12:59:46.125343+00:00
paper_workspace_cleanup.py,13299,2026-08-02T08:28:37.026961+00:00
PPO_Pointer综合评价统计判优与顶刊级制图计划_v3.md,17495,2026-07-25T10:21:29.101599+00:00
ppo_training_scenario.py,55894,2026-07-19T12:48:27.333081+00:00
prepare_v3_2_1_real_contexts.py,11292,2026-07-30T07:01:34.765355+00:00
render_animations_to_videos.py,29338,2026-07-20T08:55:14.833516+00:00
run_algorithms_3d.py,51376,2026-07-20T09:43:46.230060+00:00
run_multimap_to_pilot.ps1,5181,2026-07-27T09:56:09.923048+00:00
run_paper_training.ps1,13064,2026-07-22T18:21:01.815783+00:00
run_parallel_training_to_pilot.ps1,8391,2026-07-27T12:01:30.732002+00:00
run_v3_2_posttraining.ps1,1481,2026-07-29T16:13:30.766679+00:00
v2_3d_visualization.py,25858,2026-05-25T12:36:33.310516+00:00
v3_2_12_mixed_threshold_probe.py,5332,2026-07-30T11:11:58.409762+00:00
v3_2_12_parametric_certificate_search.py,18327,2026-07-30T09:58:50.164875+00:00
v3_2_12_post_generation_worker.py,5881,2026-07-30T09:50:55.430044+00:00
v3_2_12_real_attempt_shard.py,5935,2026-07-30T10:52:11.439578+00:00
v3_2_12_synthetic_attempt_shard.py,4870,2026-07-30T10:44:08.421455+00:00
v3_2_12_synthetic_tasks.py,21398,2026-07-30T10:41:55.660027+00:00
v3_2_12_threshold_probe.py,3701,2026-07-30T11:02:17.893554+00:00
v3_2_13_assignment_relaxation_diagnostic.py,3147,2026-07-30T11:43:52.628723+00:00
v3_2_13_calibrated_mixed_diagnostic.py,7753,2026-07-30T11:25:56.143020+00:00
v3_2_13_certificate_composition.py,30018,2026-07-30T13:07:35.013799+00:00
v3_2_13_certificate_witness.py,37594,2026-07-30T11:55:38.110831+00:00
v3_2_13_compact_resource_bound_diagnostic.py,3184,2026-07-30T11:49:16.446821+00:00
v3_2_13_flow_feasibility_diagnostic.py,3117,2026-07-30T11:45:30.275047+00:00
v3_2_13_high_threshold_diagnostic.py,3322,2026-07-30T11:26:56.750091+00:00
v3_2_13_low_route_calibration_diagnostic.py,6221,2026-07-30T11:32:44.191341+00:00
v3_2_13_low_threshold_upper_diagnostic.py,3176,2026-07-30T11:30:29.459424+00:00
v3_2_13_migrate_real_shards.py,4990,2026-07-30T11:40:37.326459+00:00
v3_2_13_subtour_cut_diagnostic.py,3597,2026-07-30T11:55:38.111981+00:00
v3_2_13_synthetic_tasks.py,10038,2026-07-30T11:59:25.001239+00:00
v3_2_13_threshold_feasibility_diagnostic.py,3133,2026-07-30T11:37:23.476404+00:00
v3_2_13_witness_diagnostic.py,4774,2026-07-30T11:22:42.035043+00:00
v3_2_14_analysis_chain_worker.py,5092,2026-07-30T22:37:24.879066+00:00
v3_2_14_baseline_chain_worker.py,8402,2026-07-30T14:43:04.620693+00:00
v3_2_14_direct_threshold_probe.py,6447,2026-07-30T13:01:22.888823+00:00
v3_2_14_evaluation_smoke.py,15906,2026-07-30T14:02:25.280614+00:00
v3_2_14_final_audit_worker.py,10429,2026-07-30T14:48:10.052185+00:00
v3_2_14_inject_direct_task.py,3231,2026-07-30T13:04:46.788424+00:00
v3_2_14_learning_chain_worker.py,9498,2026-07-30T13:29:53.035601+00:00
v3_2_14_migrate_real_shards.py,5527,2026-07-30T12:10:08.610922+00:00
v3_2_14_migrate_synthetic.py,5005,2026-07-30T12:08:36.897537+00:00
v3_2_14_nominal_baseline_worker.py,13547,2026-07-30T13:32:53.359575+00:00
v3_2_14_nominal_learning_worker.py,16859,2026-07-30T13:24:57.609314+00:00
v3_2_14_post_generation_worker.py,4669,2026-07-30T12:19:27.339504+00:00
v3_2_14_publication_figures.py,115765,2026-07-31T12:55:52.456449+00:00
v3_2_14_robustness_chain_worker.py,8592,2026-07-30T14:18:43.536064+00:00
v3_2_14_robustness_worker.py,29628,2026-07-30T14:10:35.999372+00:00
v3_2_14_split_publication_figures.py,87115,2026-08-02T06:49:15.946083+00:00
v3_2_14_statistics.py,35386,2026-07-30T22:38:27.179354+00:00
v3_2_1_real_task_shards.py,19869,2026-07-30T12:59:46.127309+00:00
v3_2_4_certificate_search.py,8092,2026-07-30T08:49:09.106688+00:00
v3_export_static_images.py,26441,2026-07-20T08:55:14.833516+00:00
v3_multi_window_compare.py,15700,2026-07-20T08:55:14.833516+00:00
v4_metrics_evaluation.py,42415,2026-07-20T07:07:10.670405+00:00
v5_fpv_animation.py,22802,2026-07-20T08:55:14.836474+00:00
v6_fpv_animation.py,29729,2026-07-20T08:55:14.836474+00:00
map_data/AP_15010_FBS_F2760_RT1.dem.tif,67493020,2018-04-20T02:29:39+00:00
paper_runs/protocol_amendment_20260724_cancel_power_sensitivity.md,2779,2026-07-24T15:47:16.509046+00:00
python_classical_algs/aco.py,5355,2026-07-20T07:11:13.015749+00:00
python_classical_algs/a_star.py,8791,2026-07-20T09:15:00.905071+00:00
python_classical_algs/common.py,25580,2026-07-20T09:23:46.758900+00:00
python_classical_algs/ga.py,6192,2026-07-20T07:11:13.015749+00:00
python_classical_algs/greedy.py,3515,2026-07-20T07:11:13.014783+00:00
python_classical_algs/milp.py,28074,2026-07-26T18:27:03.665694+00:00
python_classical_algs/pso.py,4585,2026-07-20T07:11:13.015749+00:00
python_classical_algs/sa.py,4398,2026-07-20T09:14:44.084331+00:00
python_classical_algs/__init__.py,5997,2026-07-26T18:07:14.193177+00:00
scenario_data/mountain_road_16pt.json,20970,2026-07-19T12:51:20.516411+00:00
scenario_data/mountain_road_16pt.npz,41469,2026-07-19T12:51:20.514974+00:00
tests/test_final_python_ppo_pointer.py,24339,2026-07-27T16:50:32.629166+00:00
tests/test_frozen_validation.py,13801,2026-07-20T09:23:08.871481+00:00
tests/test_manuscript_multiobjective_v1.py,3659,2026-07-31T09:13:52.835407+00:00
tests/test_manuscript_operational_band_v4.py,1246,2026-07-31T10:46:55.775734+00:00
tests/test_manuscript_preplot_closure_v5.py,2067,2026-07-31T10:56:53.924520+00:00
tests/test_manuscript_training_aware_v2.py,1353,2026-07-31T09:57:12.906130+00:00
tests/test_manuscript_training_priority_v3.py,888,2026-07-31T10:23:48.425049+00:00
tests/test_paper_classical_algs.py,16754,2026-07-26T18:27:10.762409+00:00
tests/test_paper_difficulty_experiments.py,9394,2026-07-25T17:58:40.048437+00:00
tests/test_paper_evaluation.py,25566,2026-07-22T18:20:36.728451+00:00
tests/test_paper_experiments.py,31690,2026-07-22T18:35:40.465111+00:00
tests/test_paper_learning_variants.py,23161,2026-07-28T18:50:26.586773+00:00
tests/test_paper_multimap_experiments.py,34341,2026-07-28T19:02:44.152858+00:00
tests/test_paper_protocol.py,19746,2026-07-22T18:07:11.220170+00:00
tests/test_paper_publication_analysis.py,6627,2026-07-25T10:45:48.848099+00:00
tests/test_paper_v3_2_experiments.py,2610,2026-07-28T19:08:36.867691+00:00
tests/test_ppo_resume.py,9577,2026-07-19T14:19:53.233562+00:00
tests/test_ppo_training_scenario.py,9809,2026-07-19T12:50:42.471682+00:00
tests/test_run_algorithms_3d.py,15940,2026-07-20T09:44:13.931423+00:00
tests/test_v3_2_12_parametric_certificate_search.py,3988,2026-07-30T09:41:50.164103+00:00
tests/test_v3_2_14_publication_figures.py,3390,2026-07-31T12:55:52.456449+00:00
tests/test_v3_2_14_split_publication_figures.py,2713,2026-08-01T09:45:17.653550+00:00
tests/test_v3_2_14_statistics.py,3227,2026-07-30T22:37:24.880885+00:00
tests/test_v3_2_2_coordinate_boundary.py,1641,2026-07-30T06:47:58.052574+00:00
tests/test_v3_2_4_certificate_search.py,1280,2026-07-30T07:01:34.770197+00:00
__pycache__/audit_manuscript_multiobjective_v1.cpython-39.pyc,4619,2026-07-31T09:15:11.752369+00:00
__pycache__/audit_manuscript_preplot_closure_v5.cpython-39.pyc,6382,2026-07-31T10:58:47.436361+00:00
__pycache__/audit_manuscript_training_aware_v2.cpython-39.pyc,4327,2026-07-31T09:58:51.781408+00:00
__pycache__/export_v2_modeling_image.cpython-39.pyc,13428,2026-07-20T08:54:02.802950+00:00
__pycache__/final_python_ppo_pointer.cpython-313.pyc,232385,2026-07-28T19:08:46.134451+00:00
__pycache__/final_python_ppo_pointer.cpython-39.pyc,115433,2026-07-28T18:59:47.446851+00:00
__pycache__/make_manuscript_multiobjective_v1_protocol.cpython-313.pyc,3733,2026-07-31T09:07:24.017721+00:00
__pycache__/make_manuscript_multiobjective_v1_protocol.cpython-39.pyc,2794,2026-07-31T09:14:00.681563+00:00
__pycache__/make_manuscript_operational_band_v4_protocol.cpython-39.pyc,1749,2026-07-31T10:47:04.004832+00:00
__pycache__/make_manuscript_preplot_closure_v5_protocol.cpython-39.pyc,1999,2026-07-31T10:57:10.153957+00:00
__pycache__/make_manuscript_training_aware_v2_protocol.cpython-39.pyc,2225,2026-07-31T09:57:35.729810+00:00
__pycache__/make_manuscript_training_priority_v3_protocol.cpython-39.pyc,1633,2026-07-31T10:23:56.935942+00:00
__pycache__/make_v3_2_10_protocol.cpython-39.pyc,2398,2026-07-30T08:46:07.924587+00:00
__pycache__/make_v3_2_11_protocol.cpython-39.pyc,2216,2026-07-30T08:49:46.487752+00:00
__pycache__/make_v3_2_12_protocol.cpython-313.pyc,3911,2026-07-30T09:37:41.109426+00:00
__pycache__/make_v3_2_13_protocol.cpython-39.pyc,4049,2026-07-30T11:29:08.320139+00:00
__pycache__/make_v3_2_14_analysis_protocol.cpython-39.pyc,4032,2026-07-30T18:18:05.999452+00:00
__pycache__/make_v3_2_14_protocol.cpython-39.pyc,3487,2026-07-30T12:07:11.509254+00:00
__pycache__/make_v3_2_14_robustness_manifest.cpython-39.pyc,5175,2026-07-30T14:11:27.102970+00:00
__pycache__/make_v3_2_1_protocol.cpython-39.pyc,3131,2026-07-30T04:48:49.495754+00:00
__pycache__/make_v3_2_2_protocol.cpython-39.pyc,2786,2026-07-30T06:43:47.514905+00:00
__pycache__/make_v3_2_3_protocol.cpython-39.pyc,2777,2026-07-30T06:48:09.776677+00:00
__pycache__/make_v3_2_4_protocol.cpython-39.pyc,2484,2026-07-30T07:01:47.031986+00:00
__pycache__/make_v3_2_5_protocol.cpython-39.pyc,2473,2026-07-30T07:11:03.667980+00:00
__pycache__/make_v3_2_6_protocol.cpython-39.pyc,2371,2026-07-30T07:18:24.972133+00:00
__pycache__/make_v3_2_7_protocol.cpython-39.pyc,2239,2026-07-30T07:25:48.207353+00:00
__pycache__/make_v3_2_8_protocol.cpython-39.pyc,2333,2026-07-30T07:29:49.258789+00:00
__pycache__/make_v3_2_9_protocol.cpython-39.pyc,2314,2026-07-30T07:35:09.700015+00:00
__pycache__/manuscript_multiobjective_v1.cpython-313.pyc,52549,2026-07-31T09:07:24.006464+00:00
__pycache__/manuscript_multiobjective_v1.cpython-39.pyc,37094,2026-07-31T09:14:00.680327+00:00
__pycache__/manuscript_operational_band_v4.cpython-39.pyc,8305,2026-07-31T10:47:03.997903+00:00
__pycache__/manuscript_preplot_closure_v5.cpython-39.pyc,20235,2026-07-31T10:57:10.146107+00:00
__pycache__/manuscript_training_aware_v2.cpython-39.pyc,14630,2026-07-31T09:57:35.721387+00:00
__pycache__/manuscript_training_priority_v3.cpython-39.pyc,6164,2026-07-31T10:23:56.924995+00:00
__pycache__/paper_difficulty_experiments.cpython-313.pyc,128069,2026-07-25T17:55:24.409223+00:00
__pycache__/paper_difficulty_experiments.cpython-39.pyc,73792,2026-07-26T07:37:26.517162+00:00
__pycache__/paper_evaluation.cpython-313.pyc,45609,2026-07-20T09:05:14.539877+00:00
__pycache__/paper_evaluation.cpython-39.pyc,56716,2026-07-26T09:38:55.125183+00:00
__pycache__/paper_experiments.cpython-39.pyc,70677,2026-07-26T07:37:29.083840+00:00
__pycache__/paper_multimap_experiments.cpython-313.pyc,275163,2026-07-31T09:07:28.577658+00:00
__pycache__/paper_multimap_experiments.cpython-39.pyc,145865,2026-07-30T12:08:52.915185+00:00
__pycache__/paper_protocol.cpython-39.pyc,48382,2026-07-22T18:07:19.229873+00:00
__pycache__/paper_publication_analysis.cpython-313.pyc,70731,2026-07-25T10:38:32.202760+00:00
__pycache__/paper_publication_analysis.cpython-39.pyc,44934,2026-07-26T09:38:55.821221+00:00
__pycache__/paper_publication_figures.cpython-313.pyc,135904,2026-07-25T10:38:32.226350+00:00
__pycache__/paper_publication_figures.cpython-39.pyc,83279,2026-07-26T09:38:55.895134+00:00
__pycache__/paper_v3_2_experiments.cpython-313.pyc,44834,2026-07-31T09:07:28.500568+00:00
__pycache__/paper_v3_2_experiments.cpython-39.pyc,27249,2026-07-30T13:00:09.244684+00:00
__pycache__/ppo_training_scenario.cpython-39.pyc,40414,2026-07-19T12:50:55.458671+00:00
__pycache__/prepare_v3_2_1_real_contexts.cpython-39.pyc,10843,2026-07-30T07:01:46.968299+00:00
__pycache__/render_animations_to_videos.cpython-39.pyc,15745,2026-07-20T09:07:51.811228+00:00
__pycache__/run_algorithms_3d.cpython-313.pyc,27121,2026-07-19T11:38:47.894499+00:00
__pycache__/run_algorithms_3d.cpython-39.pyc,36712,2026-07-20T09:44:49.557792+00:00
__pycache__/v2_3d_visualization.cpython-313.pyc,36909,2026-07-19T11:38:47.901369+00:00
__pycache__/v2_3d_visualization.cpython-39.pyc,19025,2026-05-29T09:44:43.244940+00:00
__pycache__/v3_2_12_mixed_threshold_probe.cpython-39.pyc,3987,2026-07-30T11:12:16.478517+00:00
__pycache__/v3_2_12_parametric_certificate_search.cpython-313.pyc,21725,2026-07-30T09:37:41.090038+00:00
__pycache__/v3_2_12_parametric_certificate_search.cpython-39.pyc,13886,2026-07-30T09:59:21.139404+00:00
__pycache__/v3_2_12_post_generation_worker.cpython-39.pyc,5096,2026-07-30T09:55:55.906690+00:00
__pycache__/v3_2_12_real_attempt_shard.cpython-39.pyc,4198,2026-07-30T10:52:37.146806+00:00
__pycache__/v3_2_12_synthetic_attempt_shard.cpython-39.pyc,3543,2026-07-30T10:52:37.126915+00:00
__pycache__/v3_2_12_synthetic_tasks.cpython-39.pyc,14823,2026-07-30T10:21:18.680000+00:00
__pycache__/v3_2_12_threshold_probe.cpython-39.pyc,2863,2026-07-30T11:02:34.398969+00:00
__pycache__/v3_2_13_assignment_relaxation_diagnostic.cpython-39.pyc,2663,2026-07-30T11:44:07.993909+00:00
__pycache__/v3_2_13_calibrated_mixed_diagnostic.cpython-39.pyc,5578,2026-07-30T11:26:04.550223+00:00
__pycache__/v3_2_13_certificate_composition.cpython-39.pyc,17531,2026-07-30T13:07:44.790380+00:00
__pycache__/v3_2_13_certificate_witness.cpython-39.pyc,24608,2026-07-30T11:55:57.571820+00:00
__pycache__/v3_2_13_compact_resource_bound_diagnostic.cpython-39.pyc,2676,2026-07-30T11:49:32.687949+00:00
__pycache__/v3_2_13_flow_feasibility_diagnostic.cpython-39.pyc,2627,2026-07-30T11:45:44.101982+00:00
__pycache__/v3_2_13_high_threshold_diagnostic.cpython-39.pyc,2791,2026-07-30T11:27:07.927064+00:00
__pycache__/v3_2_13_low_route_calibration_diagnostic.cpython-39.pyc,4792,2026-07-30T11:32:59.022946+00:00
__pycache__/v3_2_13_low_threshold_upper_diagnostic.cpython-39.pyc,2887,2026-07-30T11:30:43.776362+00:00
__pycache__/v3_2_13_migrate_real_shards.cpython-39.pyc,3703,2026-07-30T11:40:47.041676+00:00
__pycache__/v3_2_13_subtour_cut_diagnostic.cpython-39.pyc,3163,2026-07-30T11:55:57.589050+00:00
__pycache__/v3_2_13_synthetic_tasks.cpython-39.pyc,6810,2026-07-30T11:59:44.943117+00:00
__pycache__/v3_2_13_threshold_feasibility_diagnostic.cpython-39.pyc,2648,2026-07-30T11:37:35.815176+00:00
__pycache__/v3_2_13_witness_diagnostic.cpython-39.pyc,3895,2026-07-30T11:22:52.172668+00:00
__pycache__/v3_2_14_analysis_chain_worker.cpython-39.pyc,3273,2026-07-30T18:19:21.016576+00:00
__pycache__/v3_2_14_baseline_chain_worker.cpython-39.pyc,7297,2026-07-30T14:43:22.378060+00:00
__pycache__/v3_2_14_direct_threshold_probe.cpython-39.pyc,5094,2026-07-30T13:01:33.620668+00:00
__pycache__/v3_2_14_evaluation_smoke.cpython-313.pyc,19436,2026-07-31T09:07:28.594407+00:00
__pycache__/v3_2_14_evaluation_smoke.cpython-39.pyc,11799,2026-07-30T14:11:27.109000+00:00
__pycache__/v3_2_14_final_audit_worker.cpython-39.pyc,8979,2026-07-30T14:49:41.835043+00:00
__pycache__/v3_2_14_inject_direct_task.cpython-39.pyc,3115,2026-07-30T13:04:59.557788+00:00
__pycache__/v3_2_14_learning_chain_worker.cpython-39.pyc,7975,2026-07-30T13:33:19.153255+00:00
__pycache__/v3_2_14_migrate_real_shards.cpython-39.pyc,4330,2026-07-30T12:10:27.549979+00:00
__pycache__/v3_2_14_migrate_synthetic.cpython-39.pyc,3901,2026-07-30T12:08:52.830199+00:00
__pycache__/v3_2_14_nominal_baseline_worker.cpython-39.pyc,9701,2026-07-30T13:33:19.148951+00:00
__pycache__/v3_2_14_nominal_learning_worker.cpython-39.pyc,11217,2026-07-30T13:25:28.042033+00:00
__pycache__/v3_2_14_post_generation_worker.cpython-39.pyc,3618,2026-07-30T12:19:44.217366+00:00
__pycache__/v3_2_14_publication_figures.cpython-313.pyc,166266,2026-08-02T05:09:12.423052+00:00
__pycache__/v3_2_14_publication_figures.cpython-39.pyc,94552,2026-07-31T12:57:19.983545+00:00
__pycache__/v3_2_14_robustness_chain_worker.cpython-39.pyc,7400,2026-07-30T14:19:03.176208+00:00
__pycache__/v3_2_14_robustness_worker.cpython-39.pyc,17550,2026-07-30T14:11:27.078555+00:00
__pycache__/v3_2_14_split_publication_figures.cpython-313.pyc,118047,2026-08-02T06:49:24.440202+00:00
__pycache__/v3_2_14_split_publication_figures.cpython-39.pyc,30310,2026-08-01T08:12:14.020749+00:00
__pycache__/v3_2_14_statistics.cpython-313.pyc,41064,2026-07-31T09:07:25.677272+00:00
__pycache__/v3_2_14_statistics.cpython-39.pyc,23963,2026-07-31T09:07:55.068774+00:00
__pycache__/v3_2_1_real_task_shards.cpython-313.pyc,23416,2026-07-30T09:37:41.140123+00:00
__pycache__/v3_2_1_real_task_shards.cpython-39.pyc,13199,2026-07-30T13:00:09.251204+00:00
__pycache__/v3_2_4_certificate_search.cpython-39.pyc,6629,2026-07-30T08:49:46.469254+00:00
__pycache__/v3_export_static_images.cpython-39.pyc,15133,2026-07-20T09:07:51.829223+00:00
__pycache__/v3_multi_window_compare.cpython-39.pyc,11257,2026-07-20T09:07:51.832000+00:00
__pycache__/v4_metrics_evaluation.cpython-39.pyc,38579,2026-07-20T08:54:02.862631+00:00
__pycache__/v5_fpv_animation.cpython-39.pyc,12291,2026-07-20T09:07:51.835084+00:00
__pycache__/v6_fpv_animation.cpython-39.pyc,16082,2026-07-20T09:07:51.838680+00:00
training_runs/cpu_resume_probe/best_safe.pt,8298892,2026-07-19T12:56:08.190067+00:00
training_runs/cpu_resume_probe/latest.pt,8298061,2026-07-19T12:56:08.160882+00:00
training_runs/cpu_resume_probe/metrics.jsonl,1232,2026-07-19T12:56:08.160882+00:00
training_runs/cpu_smoke_seed42/config.json,2123,2026-07-19T12:42:20.919893+00:00
training_runs/cpu_smoke_seed42/diagnostic_baseline.json,10029,2026-07-19T12:45:07.642575+00:00
training_runs/cpu_smoke_seed42/preflight.json,3420,2026-07-19T12:42:21.876980+00:00
training_runs/cpu_smoke_seed42/scenario.json,20960,2026-07-19T12:42:20.930216+00:00
training_runs/cpu_smoke_seed42/scenario.npz,41465,2026-07-19T12:42:20.929711+00:00
training_runs/cpu_smoke_seed42_retry1/best_safe.pt,8293264,2026-07-19T12:46:04.874481+00:00
training_runs/cpu_smoke_seed42_retry1/config.json,2137,2026-07-19T12:45:39.884116+00:00
training_runs/cpu_smoke_seed42_retry1/episode_returns.npy,384,2026-07-19T12:46:05.580634+00:00
training_runs/cpu_smoke_seed42_retry1/flight_path.npy,668,2026-07-19T12:46:05.575751+00:00
training_runs/cpu_smoke_seed42_retry1/flight_path_utm.npy,1208,2026-07-19T12:46:05.575751+00:00
training_runs/cpu_smoke_seed42_retry1/held_out_test_results.json,11088,2026-07-19T12:46:10.565007+00:00
training_runs/cpu_smoke_seed42_retry1/latest.pt,8293264,2026-07-19T12:46:04.844526+00:00
training_runs/cpu_smoke_seed42_retry1/learning_curve.svg,1447,2026-07-19T12:46:05.584309+00:00
training_runs/cpu_smoke_seed42_retry1/metrics.jsonl,2656,2026-07-19T12:46:04.845666+00:00
training_runs/cpu_smoke_seed42_retry1/node_path.npy,344,2026-07-19T12:46:05.570052+00:00
training_runs/cpu_smoke_seed42_retry1/preflight.json,3420,2026-07-19T12:45:40.822483+00:00
training_runs/cpu_smoke_seed42_retry1/route_details.json,11636,2026-07-19T12:46:05.580634+00:00
training_runs/cpu_smoke_seed42_retry1/run_summary.json,2695,2026-07-19T12:46:10.565007+00:00
training_runs/cpu_smoke_seed42_retry1/scenario.json,20960,2026-07-19T12:45:39.900635+00:00
training_runs/cpu_smoke_seed42_retry1/scenario.npz,41465,2026-07-19T12:45:39.899713+00:00
training_runs/cpu_smoke_seed42_retry1/training_comparison.json,1015,2026-07-19T12:46:10.565007+00:00
training_runs/cpu_smoke_seed42_retry1/untrained_baseline.json,10029,2026-07-19T12:45:42.880582+00:00
training_runs/cpu_smoke_seed42_stable/best_safe.pt,8293328,2026-07-19T12:52:05.615343+00:00
training_runs/cpu_smoke_seed42_stable/checkpoint_reproducibility.json,3262,2026-07-19T12:55:01.116331+00:00
training_runs/cpu_smoke_seed42_stable/config.json,2137,2026-07-19T12:51:42.101248+00:00
training_runs/cpu_smoke_seed42_stable/episode_returns.npy,384,2026-07-19T12:52:06.313653+00:00
training_runs/cpu_smoke_seed42_stable/flight_path.npy,656,2026-07-19T12:52:06.307386+00:00
training_runs/cpu_smoke_seed42_stable/flight_path_utm.npy,1184,2026-07-19T12:52:06.309944+00:00
training_runs/cpu_smoke_seed42_stable/held_out_test_results.json,11092,2026-07-19T12:52:11.111390+00:00
training_runs/cpu_smoke_seed42_stable/latest.pt,8293328,2026-07-19T12:52:05.582585+00:00
training_runs/cpu_smoke_seed42_stable/learning_curve.svg,1446,2026-07-19T12:52:06.316910+00:00
training_runs/cpu_smoke_seed42_stable/metrics.jsonl,2719,2026-07-19T12:52:05.584665+00:00
training_runs/cpu_smoke_seed42_stable/node_path.npy,344,2026-07-19T12:52:06.299643+00:00
training_runs/cpu_smoke_seed42_stable/preflight.json,3420,2026-07-19T12:51:43.028384+00:00
training_runs/cpu_smoke_seed42_stable/route_details.json,11624,2026-07-19T12:52:06.312625+00:00
training_runs/cpu_smoke_seed42_stable/run_summary.json,2750,2026-07-19T12:52:11.113392+00:00
training_runs/cpu_smoke_seed42_stable/scenario.json,20960,2026-07-19T12:51:42.113873+00:00
training_runs/cpu_smoke_seed42_stable/scenario.npz,41469,2026-07-19T12:51:42.111053+00:00
training_runs/cpu_smoke_seed42_stable/training_comparison.json,1015,2026-07-19T12:52:11.111390+00:00
training_runs/cpu_smoke_seed42_stable/untrained_baseline.json,10029,2026-07-19T12:51:45.021004+00:00
training_runs/formal_3000_best_eval/config.json,2237,2026-07-19T14:12:52.932393+00:00
training_runs/formal_3000_best_eval/episode_returns.npy,24128,2026-07-19T14:12:54.693904+00:00
training_runs/formal_3000_best_eval/flight_path.npy,632,2026-07-19T14:12:54.693904+00:00
training_runs/formal_3000_best_eval/flight_path_utm.npy,1136,2026-07-19T14:12:54.693904+00:00
training_runs/formal_3000_best_eval/held_out_test_results.json,11097,2026-07-19T14:12:59.142198+00:00
training_runs/formal_3000_best_eval/learning_curve.svg,78668,2026-07-19T14:12:54.712677+00:00
training_runs/formal_3000_best_eval/node_path.npy,344,2026-07-19T14:12:54.693904+00:00
training_runs/formal_3000_best_eval/preflight.json,3420,2026-07-19T14:12:53.895889+00:00
training_runs/formal_3000_best_eval/route_details.json,11660,2026-07-19T14:12:54.693904+00:00
training_runs/formal_3000_best_eval/run_summary.json,1820,2026-07-19T14:12:59.142198+00:00
training_runs/formal_3000_best_eval/scenario.json,20960,2026-07-19T14:12:52.943466+00:00
training_runs/formal_3000_best_eval/scenario.npz,41469,2026-07-19T14:12:52.941976+00:00
training_runs/formal_3000_best_eval_fixed/config.json,2237,2026-07-19T14:21:24.314000+00:00
training_runs/formal_3000_best_eval_fixed/episode_returns.npy,24128,2026-07-19T14:21:26.075899+00:00
